measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,86,Italy,3,Both,157,25+ years,567,Depressive disorders,3,Rate,2019,5188.154053723545,5771.402246480293,4626.435299770315
5,Prevalence,86,Italy,3,Both,158,<20 years,567,Depressive disorders,1,Number,2019,144508.00993436688,187204.08272416107,107944.8157182192
5,Prevalence,86,Italy,3,Both,158,<20 years,567,Depressive disorders,2,Percent,2019,0.01571686598133616,0.020247761943240367,0.011714243202686877
5,Prevalence,86,Italy,3,Both,158,<20 years,567,Depressive disorders,3,Rate,2019,1333.4576895013197,1727.4386639740655,996.0682776452139
5,Prevalence,86,Italy,3,Both,159,10-24 years,567,Depressive disorders,1,Number,2019,269544.8011750728,338470.08666163,210331.7370100831
5,Prevalence,86,Italy,3,Both,159,10-24 years,567,Depressive disorders,2,Percent,2019,0.033296618188119895,0.04200571214673359,0.026015298213089733
5,Prevalence,86,Italy,3,Both,159,10-24 years,567,Depressive disorders,3,Rate,2019,3093.3151641898608,3884.306605546587,2413.781860259647
5,Prevalence,86,Italy,3,Both,160,85+ years,567,Depressive disorders,1,Number,2019,124748.24555176786,150818.6413057332,100113.81431750192
5,Prevalence,86,Italy,3,Both,160,85+ years,567,Depressive disorders,2,Percent,2019,0.05774354367461897,0.06981027359140415,0.04634164410063617
5,Prevalence,86,Italy,3,Both,160,85+ years,567,Depressive disorders,3,Rate,2019,5773.851914360436,6980.494971875034,4633.671086068769
5,Prevalence,86,Italy,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2019,140426.96431032065,181441.04613276882,104370.79194237564
5,Prevalence,86,Italy,3,Both,162,10-19 years,567,Depressive disorders,2,Percent,2019,0.026713270742625875,0.034502568108627486,0.01988243481699973
5,Prevalence,86,Italy,3,Both,162,10-19 years,567,Depressive disorders,3,Rate,2019,2439.41793006269,3151.8914003404007,1813.0704632796912
5,Prevalence,86,Italy,3,Both,169,10 to 54 years,567,Depressive disorders,1,Number,2019,1485290.1147061433,1704024.6349669055,1292318.5958411596
5,Prevalence,86,Italy,3,Both,169,10 to 54 years,567,Depressive disorders,2,Percent,2019,0.04609143976630236,0.052836256667172024,0.04016514085259923
5,Prevalence,86,Italy,3,Both,169,10 to 54 years,567,Depressive disorders,3,Rate,2019,4477.253933213782,5136.606595343956,3895.5611829005406
5,Prevalence,86,Italy,3,Both,172,0-9 years,567,Depressive disorders,1,Number,2019,4081.0456240462318,6357.44115059557,2364.8535256471505
5,Prevalence,86,Italy,3,Both,172,0-9 years,567,Depressive disorders,2,Percent,2019,0.001036584916754539,0.0015992677424605081,0.0006041277796369638
5,Prevalence,86,Italy,3,Both,172,0-9 years,567,Depressive disorders,3,Rate,2019,80.32742730428892,125.13383551920208,46.54753148247598
5,Prevalence,86,Italy,3,Both,188,5-19 years,567,Depressive disorders,1,Number,2019,144508.00993436686,187204.08272416107,107944.81571821918
5,Prevalence,86,Italy,3,Both,188,5-19 years,567,Depressive disorders,2,Percent,2019,0.019364868644246778,0.02494148657205104,0.014353318367496374
5,Prevalence,86,Italy,3,Both,188,5-19 years,567,Depressive disorders,3,Rate,2019,1704.6277434039018,2208.2739443648834,1273.3254558932088
5,Prevalence,86,Italy,3,Both,197,15-39 years,567,Depressive disorders,1,Number,2019,705570.3180305469,841202.7388884096,597645.184187359
5,Prevalence,86,Italy,3,Both,197,15-39 years,567,Depressive disorders,2,Percent,2019,0.04517956269586997,0.05381990035735758,0.03821656349984486
5,Prevalence,86,Italy,3,Both,197,15-39 years,567,Depressive disorders,3,Rate,2019,4381.51073858447,5223.772513637209,3711.30803757371
5,Prevalence,86,Italy,3,Both,206,25-49 years,567,Depressive disorders,1,Number,2019,953040.9532797984,1120024.0067381135,814223.7669083527
5,Prevalence,86,Italy,3,Both,206,25-49 years,567,Depressive disorders,2,Percent,2019,0.049605487591218266,0.058241497218581156,0.0423871638897666
5,Prevalence,86,Italy,3,Both,206,25-49 years,567,Depressive disorders,3,Rate,2019,4883.547502975491,5739.197694028894,4172.224110689609
5,Prevalence,86,Italy,3,Both,228,55+ years,567,Depressive disorders,1,Number,2019,1197725.4651339145,1366226.883828577,1024722.0167781296
5,Prevalence,86,Italy,3,Both,228,55+ years,567,Depressive disorders,2,Percent,2019,0.05436250824762196,0.06200790739367959,0.046520402642987735
5,Prevalence,86,Italy,3,Both,228,55+ years,567,Depressive disorders,3,Rate,2019,5429.762259436116,6193.64569560187,4645.469345926493
5,Prevalence,86,Italy,3,Both,230,60-79 years,567,Depressive disorders,1,Number,2019,717495.7138915093,826319.6414502073,603455.1566823482
5,Prevalence,86,Italy,3,Both,230,60-79 years,567,Depressive disorders,2,Percent,2019,0.05397928217047217,0.06216899403568411,0.04539873669829662
5,Prevalence,86,Italy,3,Both,230,60-79 years,567,Depressive disorders,3,Rate,2019,5393.305667798977,6211.318505967955,4536.080221504362
5,Prevalence,86,Italy,3,Both,232,65-74 years,567,Depressive disorders,1,Number,2019,362348.8225285825,418235.5364735522,303511.5129767102
5,Prevalence,86,Italy,3,Both,232,65-74 years,567,Depressive disorders,2,Percent,2019,0.05390721084068277,0.06222489806975876,0.045151922230298375
5,Prevalence,86,Italy,3,Both,232,65-74 years,567,Depressive disorders,3,Rate,2019,5387.272693502511,6218.176367659123,4512.500619190188
5,Prevalence,86,Italy,3,Both,234,75+ years,567,Depressive disorders,1,Number,2019,383447.6655929686,459702.7200195852,309493.5155643283
5,Prevalence,86,Italy,3,Both,234,75+ years,567,Depressive disorders,2,Percent,2019,0.05433414929741674,0.06514098358989218,0.04385435636709634
5,Prevalence,86,Italy,3,Both,234,75+ years,567,Depressive disorders,3,Rate,2019,5432.486479682417,6512.828308180534,4384.742664302254
5,Prevalence,86,Italy,3,Both,235,95+ years,567,Depressive disorders,1,Number,2019,11127.671197147542,15220.417922952964,7777.381876069509
5,Prevalence,86,Italy,3,Both,235,95+ years,567,Depressive disorders,2,Percent,2019,0.06427361793656479,0.08791338666454043,0.04492289077804596
5,Prevalence,86,Italy,3,Both,235,95+ years,567,Depressive disorders,3,Rate,2019,6427.139167164071,8791.034749327702,4492.073389667713
5,Prevalence,86,Italy,3,Both,243,75-84 years,567,Depressive disorders,1,Number,2019,258699.4200412007,322508.0207226544,200478.19143975366
5,Prevalence,86,Italy,3,Both,243,75-84 years,567,Depressive disorders,2,Percent,2019,0.05282999276243041,0.06586251782329795,0.04094103885499702
5,Prevalence,86,Italy,3,Both,243,75-84 years,567,Depressive disorders,3,Rate,2019,5281.900981630597,6584.689795467788,4093.1902978078533
5,Prevalence,86,Italy,3,Both,284,20-54 years,567,Depressive disorders,1,Number,2019,1344863.1503958225,1555310.9398824137,1167669.3587142462
5,Prevalence,86,Italy,3,Both,284,20-54 years,567,Depressive disorders,2,Percent,2019,0.049869620533908955,0.057595692573683126,0.04330488785874459
5,Prevalence,86,Italy,3,Both,284,20-54 years,567,Depressive disorders,3,Rate,2019,4905.117004274005,5672.682856917627,4258.838399366679
5,Prevalence,86,Italy,3,Both,285,55-89 years,567,Depressive disorders,1,Number,2019,1149946.4624195627,1308469.1020105435,980275.8781595972
5,Prevalence,86,Italy,3,Both,285,55-89 years,567,Depressive disorders,2,Percent,2019,0.05412097637275756,0.06157319620675544,0.04613506085977755
5,Prevalence,86,Italy,3,Both,285,55-89 years,567,Depressive disorders,3,Rate,2019,5405.411764682746,6150.5596207061635,4607.86213758994
5,Prevalence,86,Italy,3,Both,286,60-89 years,567,Depressive disorders,1,Number,2019,909494.627508695,1052704.361890769,771455.2625912019
5,Prevalence,86,Italy,3,Both,286,60-89 years,567,Depressive disorders,2,Percent,2019,0.05401898077700163,0.06252914372070043,0.04580977100067087
5,Prevalence,86,Italy,3,Both,286,60-89 years,567,Depressive disorders,3,Rate,2019,5398.091375040772,6248.079058978315,4578.791202572077
5,Prevalence,86,Italy,3,Both,287,65-89 years,567,Depressive disorders,1,Number,2019,698017.4854071991,823461.603093664,580973.2224356143
5,Prevalence,86,Italy,3,Both,287,65-89 years,567,Depressive disorders,2,Percent,2019,0.05371665865909877,0.06337187341752787,0.04470994339478499
5,Prevalence,86,Italy,3,Both,287,65-89 years,567,Depressive disorders,3,Rate,2019,5369.4087811606705,6334.371351772675,4469.061001165611
5,Prevalence,86,Italy,3,Both,288,70-89 years,567,Depressive disorders,1,Number,2019,508508.2703742774,607619.2787807148,414240.0432304405
5,Prevalence,86,Italy,3,Both,288,70-89 years,567,Depressive disorders,2,Percent,2019,0.053502385136369957,0.06392755501516152,0.04358451482565084
5,Prevalence,86,Italy,3,Both,288,70-89 years,567,Depressive disorders,3,Rate,2019,5348.821250178817,6391.335401425196,4357.246627031559
5,Prevalence,86,Italy,3,Both,289,75-94 years,567,Depressive disorders,1,Number,2019,372319.994395821,448426.06298709393,299369.716073727
5,Prevalence,86,Italy,3,Both,289,75-94 years,567,Depressive disorders,2,Percent,2019,0.054084178738964254,0.06513938644604161,0.04348850959423933
5,Prevalence,86,Italy,3,Both,289,75-94 years,567,Depressive disorders,3,Rate,2019,5407.475182490991,6512.81919661543,4347.9650151075075
5,Prevalence,86,Italy,3,Both,420,<70 years,567,Depressive disorders,1,Number,2019,2130809.3523754743,2392533.202664702,1875356.7391784284
5,Prevalence,86,Italy,3,Both,420,<70 years,567,Depressive disorders,2,Percent,2019,0.04447898307660916,0.05003317401440993,0.039121549283362464
5,Prevalence,86,Italy,3,Both,420,<70 years,567,Depressive disorders,3,Rate,2019,4259.769337015643,4782.989882760306,3749.0858225359566
5,Prevalence,86,Italy,3,Both,1,<5 years,567,Depressive disorders,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,1,<5 years,567,Depressive disorders,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,1,<5 years,567,Depressive disorders,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,2,0-6 days,567,Depressive disorders,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,2,0-6 days,567,Depressive disorders,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,2,0-6 days,567,Depressive disorders,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,3,7-27 days,567,Depressive disorders,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,3,7-27 days,567,Depressive disorders,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,3,7-27 days,567,Depressive disorders,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,4,28-364 days,567,Depressive disorders,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,4,28-364 days,567,Depressive disorders,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,4,28-364 days,567,Depressive disorders,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,5,1-4 years,567,Depressive disorders,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,5,1-4 years,567,Depressive disorders,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,5,1-4 years,567,Depressive disorders,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2019,4081.0456240462313,6357.44115059557,2364.8535256471505
5,Prevalence,86,Italy,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2019,0.0018507011018323546,0.0028764893336200776,0.001073143422413225
5,Prevalence,86,Italy,3,Both,6,5-9 years,567,Depressive disorders,3,Rate,2019,149.9933730076958,233.65924562497707,86.91702805058846
5,Prevalence,86,Italy,3,Both,7,10-14 years,567,Depressive disorders,1,Number,2019,40945.42842429814,56568.671193215574,27762.31203282535
5,Prevalence,86,Italy,3,Both,7,10-14 years,567,Depressive disorders,2,Percent,2019,0.016206234598868118,0.02250105134506366,0.01097136751589632
5,Prevalence,86,Italy,3,Both,7,10-14 years,567,Depressive disorders,3,Rate,2019,1426.7914429745263,1971.201648265647,967.4103012222402
5,Prevalence,86,Italy,3,Both,8,15-19 years,567,Depressive disorders,1,Number,2019,99481.5358860225,128226.61489085869,74410.97806962841
5,Prevalence,86,Italy,3,Both,8,15-19 years,567,Depressive disorders,2,Percent,2019,0.03643931709357495,0.04702295544195326,0.027263464527580734
5,Prevalence,86,Italy,3,Both,8,15-19 years,567,Depressive disorders,3,Rate,2019,3446.0583071558694,4441.793017242763,2577.6096723539304
5,Prevalence,86,Italy,3,Both,9,20-24 years,567,Depressive disorders,1,Number,2019,129117.83686475217,168008.51590823653,94920.30887698304
5,Prevalence,86,Italy,3,Both,9,20-24 years,567,Depressive disorders,2,Percent,2019,0.04549189557278889,0.05935314503101515,0.03349368095427273
5,Prevalence,86,Italy,3,Both,9,20-24 years,567,Depressive disorders,3,Rate,2019,4366.208552587912,5681.323641090203,3209.7955983191346
5,Prevalence,86,Italy,3,Both,10,25-29 years,567,Depressive disorders,1,Number,2019,143346.9043972607,181344.49882907988,111703.9458674855
5,Prevalence,86,Italy,3,Both,10,25-29 years,567,Depressive disorders,2,Percent,2019,0.046073314401163475,0.05834746783700373,0.03598458557409427
5,Prevalence,86,Italy,3,Both,10,25-29 years,567,Depressive disorders,3,Rate,2019,4477.985393515077,5664.984677314385,3489.4973148939357
5,Prevalence,86,Italy,3,Both,11,30-34 years,567,Depressive disorders,1,Number,2019,153724.96036496843,194896.62089794507,117495.114612669
5,Prevalence,86,Italy,3,Both,11,30-34 years,567,Depressive disorders,2,Percent,2019,0.046721762972491226,0.05931593888844794,0.0356901558418396
5,Prevalence,86,Italy,3,Both,11,30-34 years,567,Depressive disorders,3,Rate,2019,4577.544636124561,5803.5336582431655,3498.710491706388
5,Prevalence,86,Italy,3,Both,12,35-39 years,567,Depressive disorders,1,Number,2019,179899.08051754307,218645.60184127343,146621.96299158124
5,Prevalence,86,Italy,3,Both,12,35-39 years,567,Depressive disorders,2,Percent,2019,0.04932656501891482,0.05978050701111703,0.04012001705299042
